anzsic06,Area,year,geo_count,ec_count
A019,A206200,2000,0,0
A019,A206600,2000,0,0
A019,A206800,2000,3,0
A019,A207100,2000,0,0
A019,A207300,2000,0,0
A019,A207400,2000,12,12
A019,A207600,2000,0,12
A019,A207700,2000,3,0
A019,A207800,2000,3,0
A019,A207900,2000,0,3
A019,A208000,2000,21,9
A019,A208100,2000,12,3
A019,A208200,2000,15,3
A019,A208300,2000,15,0
A019,A208400,2000,6,50
A019,A208500,2000,12,0
A019,A208600,2000,3,0
A019,A208700,2000,21,15
A019,A208900,2000,0,6
A019,A209100,2000,0,0
A019,A209300,2000,3,0
A019,A209600,2000,6,0
A019,A209700,2000,3,0
A019,A209900,2000,0,0
A019,A210100,2000,3,0
A019,A210200,2000,15,9
A019,A210300,2000,3,0
A019,A210400,2000,3,0
A019,A210500,2000,6,0
A019,A210600,2000,3,0
A019,A210800,2000,3,12
A019,A211200,2000,9,40
A019,A211300,2000,3,0
A019,A211500,2000,0,0
A019,A211800,2000,3,0
A019,A211900,2000,0,0
A019,A212000,2000,6,0
A019,A212200,2000,6,0
A019,A212300,2000,3,0
A019,A212400,2000,6,0
A019,A212600,2000,0,0
A019,A212800,2000,3,0
A019,A213000,2000,0,0
A019,A213200,2000,0,0
A019,A213300,2000,3,0
A019,A213400,2000,0,0
A019,A213500,2000,0,0
A019,A213600,2000,0,0
A019,A213700,2000,0,0
A019,A213800,2000,3,0
A019,A214000,2000,3,0
A019,A214600,2000,0,0
A019,A215200,2000,0,0
A019,A215400,2000,6,0
A019,A215500,2000,0,0
A019,A215600,2000,15,9
A019,A215700,2000,9,0
A019,A215800,2000,6,3
A019,A215900,2000,9,3
A019,A216000,2000,3,0
A019,A216100,2000,9,0
A019,A216300,2000,3,0
A019,A216400,2000,6,0
A019,A216500,2000,3,0
A019,A216700,2000,9,6
A019,A216900,2000,0,0
A019,A217000,2000,3,18
A019,A217100,2000,0,0
A019,A217400,2000,3,0
A019,A217500,2000,3,0
A019,A217600,2000,0,0
A019,A217700,2000,3,0
A019,A217800,2000,0,0
A019,A217900,2000,0,0
A019,A218000,2000,3,0
A019,A218200,2000,0,0
A019,A218300,2000,6,0
A019,A218400,2000,6,0
A019,A218500,2000,6,0
A019,A218700,2000,3,0
A019,A218800,2000,3,0
A019,A218900,2000,0,0
A019,A219000,2000,6,9
A019,A219100,2000,9,0
A019,A219200,2000,6,9
A019,A219300,2000,12,6
A019,A219400,2000,12,0
A019,A219500,2000,33,3
A019,A219600,2000,3,0
A019,A219700,2000,6,3
A019,A219800,2000,15,9
A019,A219900,2000,9,9
A019,A220000,2000,6,3
A019,A220100,2000,3,0
A019,A220200,2000,6,0
A019,A220300,2000,0,0
A019,A220400,2000,6,0
A019,A220500,2000,21,3
A019,A220600,2000,6,9
A019,A220700,2000,6,3
A019,A220800,2000,15,0
A019,A220900,2000,9,0
A019,A221000,2000,3,0
A019,A221100,2000,6,0
A019,A221200,2000,9,0
A019,A221400,2000,6,0
A019,A221500,2000,12,0
A019,A221600,2000,3,0
A019,A221800,2000,0,0
A019,A221900,2000,6,6
A019,A222000,2000,9,3
A019,A222100,2000,18,15
A019,A222200,2000,0,0
A019,A222300,2000,6,3
A019,A222400,2000,9,3
A019,A222500,2000,3,0
A019,A222600,2000,3,0
A019,A222700,2000,6,0
A019,A222800,2000,9,0
A019,A222900,2000,9,6
A019,A223000,2000,6,3
A019,A223200,2000,0,0
A019,A223300,2000,15,15
A019,A223400,2000,9,0
A019,A223500,2000,6,9
A019,A223900,2000,3,3
A019,A224200,2000,0,0
A019,A224600,2000,0,0
A019,A224800,2000,0,0
A019,A224900,2000,0,6
A019,A225000,2000,0,3
A019,A225300,2000,0,0
A019,A225500,2000,0,0
A019,A225600,2000,12,6
A019,A226000,2000,3,0
A019,A226100,2000,6,9
A019,A226300,2000,6,0
A019,A226400,2000,6,0
A019,A226500,2000,0,0
A019,A226600,2000,6,3
A019,A226700,2000,6,0
A019,A226800,2000,6,6
A019,A226900,2000,0,0
A019,A227000,2000,6,9
A019,A227100,2000,9,0
A019,A227200,2000,9,0
A019,A227300,2000,6,6
A019,A227400,2000,6,0
A019,A227500,2000,12,6
A019,A227600,2000,9,3
A019,A227800,2000,9,0
A019,A227900,2000,3,0
A019,A228000,2000,0,0
A019,A228100,2000,0,0
A019,A228400,2000,3,0
A019,A228500,2000,0,0
A019,A228600,2000,15,12
A019,A228700,2000,9,0
A019,A228800,2000,15,40
A019,A228900,2000,0,0
A019,A229200,2000,0,0
A019,A229300,2000,3,0
A019,A229400,2000,9,0
A019,A229600,2000,0,0
A019,A229700,2000,0,0
A019,A229800,2000,0,0
A019,A230000,2000,0,0
A019,A230400,2000,0,0
A019,A230500,2000,0,0
A019,A230600,2000,3,0
A019,A230700,2000,0,0
A019,A230800,2000,3,0
A019,A230900,2000,0,0
A019,A231300,2000,0,0
A019,A231400,2000,0,0
A019,A231900,2000,0,0
A019,A232000,2000,3,0
A019,A232100,2000,3,0
A019,A232200,2000,3,0
A019,A232500,2000,15,3
A019,A232600,2000,3,0
A019,A232700,2000,3,0
A019,A232800,2000,12,9
A019,A232900,2000,9,3
A019,A233000,2000,15,0
A019,A233100,2000,3,0
A019,A233300,2000,3,0
A019,A233400,2000,6,3
A019,A233500,2000,6,0
A019,A233600,2000,6,3
A019,A233700,2000,12,9
A019,A233800,2000,3,0
A019,A234000,2000,12,30
A019,A234200,2000,3,3
A019,A234300,2000,3,3
A019,A234400,2000,9,3
A019,A234500,2000,3,0
A019,A234600,2000,9,6
A019,A234800,2000,6,0
A019,A234900,2000,0,0
A019,A235100,2000,6,0
A019,A235200,2000,0,0
A019,A235300,2000,9,0
A019,A235400,2000,0,0
A019,A235500,2000,0,0
A019,A235800,2000,3,0
A019,A236000,2000,3,0
A019,A236100,2000,3,0
A019,A236400,2000,0,0
A019,A236500,2000,6,0
A019,A236600,2000,9,0
A019,A236700,2000,3,0
A019,A236900,2000,6,0
A019,A237000,2000,0,0
A019,A237400,2000,3,3
A019,A237500,2000,3,0
A019,A237600,2000,0,0
A019,A237700,2000,6,0
A019,A237800,2000,3,0
A019,A237900,2000,9,3
A019,A238100,2000,3,0
A019,A238200,2000,3,0
A019,A238600,2000,0,0
A019,A238800,2000,3,0
A019,A238900,2000,3,0
A019,A239000,2000,3,0
A019,A239400,2000,6,0
A019,A239600,2000,0,0
A019,A239800,2000,3,0
A019,A240400,2000,0,0
A019,A240600,2000,3,0
A019,A241200,2000,3,0
A019,A241500,2000,0,0
A019,A241600,2000,0,0
A019,A241800,2000,3,0
A019,A241900,2000,3,0
A019,A242200,2000,0,3
A019,A242300,2000,9,6
A019,A242400,2000,0,0
A019,A242600,2000,3,0
A019,A242800,2000,0,0
A019,A243000,2000,0,0
A019,A243100,2000,3,0
A019,A243600,2000,3,0
A019,A244000,2000,3,0
A019,A245400,2000,0,0
A019,A245600,2000,0,0
A019,A246600,2000,0,0
A019,A246800,2000,3,0
A019,A247100,2000,3,0
A019,A247400,2000,0,0
A019,A247500,2000,3,0
A019,A247900,2000,0,0
A019,A248300,2000,0,0
A019,A248400,2000,0,0
A019,A248600,2000,0,0
A019,A250500,2000,0,0
A019,A251000,2000,0,0
A019,A251400,2000,0,18
A019,A251500,2000,3,0
A019,A251600,2000,3,0
A019,A251800,2000,0,0
A019,A252500,2000,3,0
A019,A252600,2000,0,0
A019,A253700,2000,3,0
A019,A254000,2000,0,0
A019,A254200,2000,0,0
A019,A255300,2000,6,0
A019,A255400,2000,6,0
A019,A255500,2000,3,3
A019,A255700,2000,0,0
A019,A255800,2000,6,12
A019,A255900,2000,0,0
A019,A256000,2000,0,0
A019,A256100,2000,0,0
A019,A256200,2000,0,0
A019,A256300,2000,0,0
A019,A256400,2000,0,0
A019,A256500,2000,9,6
A019,A256600,2000,6,18
A019,A256800,2000,15,21
A019,A256900,2000,0,0
A019,A257000,2000,6,0
A019,A257100,2000,0,3
A019,A257200,2000,6,0
A019,A257300,2000,6,9
A019,A257400,2000,12,9
A019,A257500,2000,6,0
A019,A257700,2000,9,0
A019,A257800,2000,9,0
A019,A258900,2000,0,0
A019,A300300,2000,12,15
A019,A300500,2000,6,3
A019,A300600,2000,6,0
A019,A300700,2000,3,3
A019,A300800,2000,3,0
A019,A300900,2000,12,0
A019,A301000,2000,6,0
A019,A301200,2000,0,0
A019,A301300,2000,0,0
A019,A301500,2000,21,20
A019,A301600,2000,9,0
A019,A301700,2000,3,0
A019,A301800,2000,12,6
A019,A302100,2000,9,0
A019,A302300,2000,6,3
A019,A302400,2000,0,0
A019,A302500,2000,12,0
A019,A302600,2000,9,6
A019,A302700,2000,6,21
A019,A302800,2000,0,0
A019,A302900,2000,0,0
A019,A303100,2000,0,0
A019,A303300,2000,3,0
A019,A303400,2000,0,0
A019,A303600,2000,6,15
A019,A304200,2000,0,0
A019,A304700,2000,0,0
A019,A304800,2000,0,0
A019,A305000,2000,3,0
A019,A305900,2000,0,0
A019,A306000,2000,3,0
A019,A306300,2000,15,6
A019,A306400,2000,3,0
A019,A306500,2000,12,0
A019,A306600,2000,21,3
A019,A306800,2000,0,0
A019,A306900,2000,9,12
A019,A307000,2000,6,0
A019,A307100,2000,3,0
A019,A307200,2000,12,0
A019,A307300,2000,6,0
A019,A307400,2000,9,30
A019,A307500,2000,3,3
A019,A307600,2000,3,0
A019,A307800,2000,3,0
A019,A307900,2000,0,0
A019,A308000,2000,0,0
A019,A308100,2000,3,0
A019,A308400,2000,3,0
A019,A308500,2000,0,6
A019,A308800,2000,9,0
A019,A308900,2000,3,0
A019,A309000,2000,0,0
A019,A309200,2000,3,0
A019,A309300,2000,6,3
A019,A309400,2000,3,0
A019,A309500,2000,3,0
A019,A309600,2000,0,0
A019,A309700,2000,12,6
A019,A309800,2000,3,0
A019,A309900,2000,9,12
A019,A310100,2000,3,0
A019,A310300,2000,0,0
A019,A310400,2000,0,0
A019,A310500,2000,3,0
A019,A310700,2000,0,0
A019,A310800,2000,0,0
A019,A310900,2000,0,0
A019,A311000,2000,3,0
A019,A311100,2000,3,0
A019,A311300,2000,0,0
A019,A311400,2000,3,0
A019,A311500,2000,3,0
A019,A311700,2000,3,0
A019,A311800,2000,6,0
A019,A311900,2000,3,0
A019,A312000,2000,0,0
A019,A312100,2000,0,0
A019,A312200,2000,12,21
A019,A312400,2000,12,12
A019,A312500,2000,12,3
A019,A312600,2000,9,3
A019,A312700,2000,6,0
A019,A312800,2000,15,6
A019,A313000,2000,12,0
A019,A313100,2000,12,6
A019,A313200,2000,9,3
A019,A313300,2000,30,0
A019,A313400,2000,21,0
A019,A313500,2000,21,3
A019,A313600,2000,21,15
A019,A313700,2000,21,3
A019,A313800,2000,21,6
A019,A314000,2000,0,0
A019,A314100,2000,6,0
A019,A314200,2000,0,0
A019,A314300,2000,0,0
A019,A314500,2000,0,0
A019,A314600,2000,0,0
A019,A314700,2000,6,0
A019,A314800,2000,12,0
A019,A314900,2000,3,0
A019,A315000,2000,3,0
A019,A315100,2000,6,12
A019,A315200,2000,12,0
A019,A315300,2000,0,3
A019,A315400,2000,0,0
A019,A315500,2000,12,0
A019,A315600,2000,6,0
A019,A315700,2000,6,3
A019,A315800,2000,0,3
A019,A316300,2000,3,0
A019,A316400,2000,3,12
A019,A316500,2000,9,0
A019,A316600,2000,15,0
A019,A316700,2000,3,3
A019,A316800,2000,3,0
A019,A317100,2000,0,0
A019,A317200,2000,3,0
A019,A317300,2000,0,0
A019,A317500,2000,0,6
A019,A317600,2000,0,0
A019,A317700,2000,3,0
A019,A317800,2000,3,0
A019,A318100,2000,0,0
A019,A318400,2000,6,6
A019,A318500,2000,3,0
A019,A318600,2000,0,0
A019,A318700,2000,3,0
A019,A318900,2000,0,0
A019,A319000,2000,0,0
A019,A319100,2000,3,6
A019,A319200,2000,0,0
A019,A319300,2000,3,0
A019,A319500,2000,0,0
A019,A320100,2000,3,0
A019,A320200,2000,3,0
A019,A320300,2000,0,0
A019,A320400,2000,0,0
A019,A321000,2000,3,3
A019,A321100,2000,0,0
A019,A321300,2000,0,0
A019,A321500,2000,3,0
A019,A321700,2000,0,0
A019,A321900,2000,0,0
A019,A322100,2000,0,0
A019,A322400,2000,0,0
A019,A322600,2000,0,0
A019,A322900,2000,0,0
A019,A323000,2000,3,0
A019,A323100,2000,0,0
A019,A323200,2000,0,0
A019,A323400,2000,3,0
A019,A324000,2000,0,0
A019,A324200,2000,3,0
A019,A324500,2000,3,0
A019,A324600,2000,0,6
A019,A324800,2000,0,0
A019,A325000,2000,3,0
A019,A325300,2000,3,0
A019,A325700,2000,3,0
A019,A326200,2000,0,0
A019,A326600,2000,3,0
A019,A326700,2000,3,0
A019,A326800,2000,3,0
A019,A327000,2000,0,0
A019,A327100,2000,3,0
A019,A327300,2000,3,12
A019,A327500,2000,0,0
A019,A328000,2000,0,0
A019,A328600,2000,3,0
A019,A328800,2000,3,0
A019,A328900,2000,0,9
A019,A329000,2000,3,0
A019,A329500,2000,0,0
A019,A329800,2000,6,0
A019,A330000,2000,0,0
A019,A330200,2000,3,0
A019,A330300,2000,3,0
A019,A330500,2000,0,0
A019,A330900,2000,0,0
A019,A331600,2000,0,0
A019,A331700,2000,0,0
A019,A331900,2000,0,6
A019,A332000,2000,0,0
A019,A332200,2000,0,0
A019,A332400,2000,3,0
A019,A332500,2000,0,0
A019,A332700,2000,3,0
A019,A333100,2000,6,0
A019,A333200,2000,9,0
A019,A333300,2000,9,9
A019,A333500,2000,3,3
A019,A333600,2000,0,3
A019,A333700,2000,15,21
A019,A333800,2000,9,9
A019,A333900,2000,6,3
A019,A334000,2000,15,0
A019,A334100,2000,6,3
A019,A334200,2000,24,25
A019,A334300,2000,9,0
A019,A334400,2000,24,0
A019,A334500,2000,45,45
A019,A334600,2000,9,0
A019,A334700,2000,0,0
A019,A334800,2000,6,0
A019,A334900,2000,3,0
A019,A335000,2000,24,9
A019,A335100,2000,0,0
A019,A335300,2000,3,0
A019,A335400,2000,27,3
A019,A335500,2000,6,0
A019,A335600,2000,24,12
A019,A335700,2000,3,9
A019,A335800,2000,15,9
A019,A335900,2000,15,0
A019,A336100,2000,3,3
A019,A336200,2000,9,0
A019,A336300,2000,3,0
A019,A336400,2000,9,0
A019,A336600,2000,6,0
A019,A336700,2000,15,6
A019,A336800,2000,12,6
A019,A336900,2000,0,6
A019,A337000,2000,9,12
A019,A337100,2000,21,15
A019,A337200,2000,21,3
A019,A337300,2000,21,9
A019,A337500,2000,3,0
A019,A337600,2000,9,0
A019,A337700,2000,6,6
A019,A337800,2000,0,0
A019,A338000,2000,3,3
A019,A338200,2000,0,3
A019,A338500,2000,3,3
A019,A338700,2000,15,15
A019,A338800,2000,15,3
A019,A338900,2000,6,3
A019,A339000,2000,12,3
A019,A339100,2000,27,35
A019,A339200,2000,6,0
A019,A339300,2000,0,0
A019,A339400,2000,6,12
A019,A339500,2000,12,12
A019,A339600,2000,6,0
A019,A339700,2000,0,0
A019,A339800,2000,3,0
A019,A339900,2000,18,3
A019,A340100,2000,3,0
A019,A340300,2000,0,0
A019,A340400,2000,3,0
A019,A341100,2000,0,0
A019,A341200,2000,3,0
A019,A341500,2000,3,0
A019,A341800,2000,6,3
A019,A341900,2000,9,0
A019,A342000,2000,6,3
A019,A342100,2000,12,0
A019,A342200,2000,9,6
A019,A342300,2000,3,0
A019,A342400,2000,15,6
A019,A342500,2000,3,0
A019,A342600,2000,15,6
A019,A342800,2000,6,0
A019,A343000,2000,3,0
A019,A343100,2000,0,3
A019,A343300,2000,12,3
A019,A343400,2000,15,9
A019,A343500,2000,15,12
A019,A343600,2000,6,3
A019,A343700,2000,18,3
A019,A343900,2000,3,0
A019,A344000,2000,3,0
A019,A344100,2000,3,3
A019,A344300,2000,3,0
A019,A344700,2000,0,0
A019,A344800,2000,6,6
A019,A344900,2000,0,0
A019,A345000,2000,0,0
A019,A345100,2000,9,3
A019,A345200,2000,9,3
A019,A345300,2000,9,0
A019,A345500,2000,3,0
A019,A345600,2000,6,0
A019,A345700,2000,6,0
A019,A345800,2000,6,18
A019,A345900,2000,0,3
A019,A346200,2000,3,0
A019,A346400,2000,3,0
A019,A346600,2000,3,0
A019,A346700,2000,0,0
A019,A346800,2000,3,3
A019,A347200,2000,0,0
A019,A347400,2000,0,6
A019,A349000,2000,6,3
A019,A349100,2000,9,0
A019,A349200,2000,0,0
A019,A349300,2000,12,6
A019,A349400,2000,9,21
A019,A349600,2000,6,3
A019,A349700,2000,3,0
A019,A349800,2000,6,3
A019,A349900,2000,3,0
A019,A350200,2000,6,0
A019,A350300,2000,3,0
A019,A351500,2000,0,0
A019,A352100,2000,0,0
A019,A352200,2000,3,0
A019,A352700,2000,0,0
A019,A353200,2000,3,0
A019,A353400,2000,3,0
A019,A353600,2000,3,0
A019,A353900,2000,3,12
A019,A354400,2000,3,0
A019,A354800,2000,3,0
A019,A354900,2000,0,0
A019,A355400,2000,3,0
A019,A355600,2000,3,3
A019,A355800,2000,12,3
A019,A355900,2000,6,0
A019,A356000,2000,9,9
A019,A356100,2000,3,0
A019,A356200,2000,6,0
A019,A356300,2000,3,0
A019,A356400,2000,3,0
A019,A356500,2000,3,0
A019,A356700,2000,3,0
A019,A356800,2000,0,6
A019,A357300,2000,6,0
A019,A357500,2000,6,3
A019,A357600,2000,0,0
A019,A357700,2000,12,0
A019,A357900,2000,9,6
A019,A358000,2000,6,9
A019,A358100,2000,3,0
A019,A358200,2000,12,3
A019,A358300,2000,18,0
A019,A358400,2000,21,3
A019,A358500,2000,9,3
A019,A358600,2000,3,6
A019,A358700,2000,9,0
A019,A358800,2000,3,0
A019,A358900,2000,3,0
A019,A359000,2000,12,0
A019,A359100,2000,12,6
A019,A359400,2000,9,18
A019,A359500,2000,12,12
A019,A359600,2000,15,9
A019,A359700,2000,6,0
A019,A359800,2000,3,0
A019,A359900,2000,3,6
A019,A360400,2000,0,0
A019,A360500,2000,12,0
A019,A360600,2000,0,0
A019,A360800,2000,3,0
A019,A360900,2000,6,0
A019,A361000,2000,3,0
A019,A361100,2000,3,0
A019,A361300,2000,0,0
A019,A361500,2000,3,3
A019,A361700,2000,3,3
A019,A362100,2000,0,0
A019,A362300,2000,6,0
A019,A362400,2000,3,0
A019,A362700,2000,3,0
A019,A362900,2000,0,3
A019,A363000,2000,0,0
A019,A363100,2000,6,0
A019,C07601,2000,216,50
A019,C07602,2000,30,6
A019,C07603,2000,12,0
A019,C07604,2000,6,0
A019,C07605,2000,6,3
A019,C07606,2000,12,9
A019,C07607,2000,18,0
A019,C07608,2000,3,0
A019,C07609,2000,6,0
A019,C07610,2000,21,12
A019,C07611,2000,6,0
A019,C07612,2000,9,0
A019,C07613,2000,6,0
A019,C07614,2000,12,0
A019,C07615,2000,9,0
A019,C07616,2000,21,3
A019,C07617,2000,9,6
A019,C07618,2000,9,35
A019,C07619,2000,3,3
A019,C07620,2000,36,9
A019,C07621,2000,303,65
A019,CTotal,2000,741,210
A019,R01,2000,387,85
A019,R02,2000,741,210
A019,R03,2000,1314,750
A019,R04,2000,444,150
A019,R05,2000,93,30
A019,R06,2000,279,190
A019,R07,2000,300,110
A019,R08,2000,459,220
A019,R09,2000,240,120
A019,R12,2000,66,21
A019,R13,2000,1176,530
A019,R14,2000,270,140
A019,R15,2000,258,100
A019,R16,2000,144,75
A019,R17,2000,15,15
A019,R18,2000,108,65
A019,R99,2000,3,0
A019,RTotal,2000,6288,2800
A019,T001,2000,165,55
A019,T002,2000,153,15
A019,T003,2000,69,15
A019,T011,2000,48,9
A019,T012,2000,69,21
A019,T013,2000,330,190
A019,T015,2000,219,140
A019,T016,2000,78,15
A019,T017,2000,318,240
A019,T018,2000,51,21
A019,T019,2000,63,40
A019,T020,2000,42,18
A019,T021,2000,57,6
A019,T022,2000,195,90
A019,T023,2000,48,18
A019,T024,2000,111,75
A019,T025,2000,90,18
A019,T026,2000,3,0
A019,T027,2000,36,9
A019,T028,2000,93,30
A019,T029,2000,18,25
A019,T030,2000,177,140
A019,T031,2000,27,0
A019,T032,2000,54,15
A019,T033,2000,144,55
A019,T034,2000,42,18
A019,T035,2000,117,40
A019,T036,2000,45,15
A019,T037,2000,51,40
A019,T038,2000,45,25
A019,T039,2000,102,30
A019,T040,2000,75,40
A019,T041,2000,75,30
A019,T042,2000,63,40
A019,T043,2000,51,6
A019,T044,2000,21,0
A019,T045,2000,27,9
A019,T046,2000,9,0
A019,T047,2000,18,18
A019,T048,2000,45,40
A019,T049,2000,30,25
A019,T050,2000,36,18
A019,T051,2000,144,75
A019,T052,2000,15,15
A019,T053,2000,108,65
A019,T054,2000,15,3
A019,T055,2000,21,9
A019,T056,2000,24,12
A019,T057,2000,18,0
A019,T058,2000,72,45
A019,T059,2000,243,60
A019,T060,2000,174,85
A019,T062,2000,321,150
A019,T063,2000,135,75
A019,T064,2000,126,85
A019,T065,2000,18,3
A019,T066,2000,60,18
A019,T067,2000,3,0
A019,T068,2000,84,35
A019,T069,2000,57,30
A019,T070,2000,12,12
A019,T071,2000,81,50
A019,T072,2000,48,18
A019,T073,2000,177,75
A019,T074,2000,33,18
A019,T075,2000,48,9
A019,T076,2000,741,210
A019,T999,2000,0,0
A019,TTotal,2000,6288,2800
A02,A100100,2000,6,25
A02,A100300,2000,12,18
A02,A100700,2000,0,0
A02,A100800,2000,0,0
A02,A101500,2000,0,0
A02,A101800,2000,3,3
A02,A102200,2000,3,0
A02,A102400,2000,3,3
A02,A102600,2000,3,0
A02,A103000,2000,0,0
A02,A103500,2000,3,3
A02,A103700,2000,0,6
A02,A103800,2000,3,9
A02,A104200,2000,3,0
A02,A104300,2000,0,0
A02,A109300,2000,3,3
A02,A109400,2000,0,0
A02,A109500,2000,3,3
A02,A111200,2000,6,6
A02,A111300,2000,0,3
A02,A111400,2000,0,0
A02,A111700,2000,3,15
A02,A111800,2000,6,9
A02,A115900,2000,0,0
A02,A117000,2000,0,0
A02,A121900,2000,0,0
A02,A126600,2000,0,0
A02,A127500,2000,0,21
A02,A150600,2000,3,0
A02,A162300,2000,0,0
A02,A162700,2000,0,20
A02,A166500,2000,3,25
A02,A166700,2000,12,45
A02,A166800,2000,6,15
A02,A167100,2000,3,0
A02,A167400,2000,0,0
A02,A167600,2000,0,6
A02,A167700,2000,6,15
A02,A168000,2000,0,6
A02,A168600,2000,0,0
A02,A171600,2000,0,0
A02,A172100,2000,3,0
A02,A173600,2000,3,12
A02,A174100,2000,3,0
A02,A185300,2000,0,0
A02,A185600,2000,0,0
A02,A187000,2000,3,0
A02,A188200,2000,3,3
A02,A189700,2000,0,18
A02,A191800,2000,0,0
A02,A192700,2000,0,0
A02,A197400,2000,3,3
A02,A197900,2000,0,3
A02,A203200,2000,0,0
A02,A214300,2000,0,0
A02,A215400,2000,0,0
A02,A216400,2000,0,0
A02,A216700,2000,3,0
A02,A221000,2000,3,0
A02,A226800,2000,0,0
A02,A234100,2000,0,0
A02,A237300,2000,3,0
A02,A243200,2000,0,0
A02,A247200,2000,0,0
A02,A248600,2000,0,0
A02,A251400,2000,3,0
A02,A253800,2000,3,0
A02,A256500,2000,0,0
A02,A257800,2000,0,3
A02,A258500,2000,3,9
A02,A300300,2000,6,12
A02,A300400,2000,0,0
A02,A300600,2000,6,3
A02,A300800,2000,3,0
A02,A301000,2000,0,0
A02,A301300,2000,0,6
A02,A301400,2000,3,0
A02,A302500,2000,0,0
A02,A303600,2000,6,6
A02,A303700,2000,9,15
A02,A303900,2000,6,6
A02,A304100,2000,3,0
A02,A304200,2000,0,21
A02,A304300,2000,0,0
A02,A304700,2000,3,0
A02,A304800,2000,0,0
A02,A305000,2000,0,0
A02,A305500,2000,0,0
A02,A305600,2000,3,0
A02,A305800,2000,0,0
A02,A306300,2000,33,55
A02,A306400,2000,18,18
A02,A306500,2000,12,90
A02,A306600,2000,0,0
A02,A306700,2000,3,3
A02,A306800,2000,0,0
A02,A306900,2000,0,12
A02,A307000,2000,0,0
A02,A307200,2000,9,15
A02,A307300,2000,0,0
A02,A307400,2000,3,21
A02,A307600,2000,0,0
A02,A307800,2000,0,0
A02,A307900,2000,6,6
A02,A308000,2000,0,0
A02,A308500,2000,3,0
A02,A309000,2000,3,0
A02,A309700,2000,0,0
A02,A310500,2000,3,0
A02,A311900,2000,0,0
A02,A312100,2000,3,0
A02,A316300,2000,0,0
A02,A316400,2000,0,6
A02,A317800,2000,3,0
A02,A321500,2000,0,3
A02,A322600,2000,0,0
A02,A323500,2000,0,3
A02,A326300,2000,0,0
A02,A328800,2000,3,9
A02,A329700,2000,0,0
A02,A332300,2000,3,0
A02,A335400,2000,3,15
A02,A336800,2000,0,0
A02,A337100,2000,0,0
A02,A337200,2000,0,6
A02,A338000,2000,0,0
A02,A340600,2000,0,0
A02,A341500,2000,3,9
A02,A343000,2000,3,0
A02,A343100,2000,3,0
A02,A346900,2000,0,0
A02,A351500,2000,0,0
A02,A357600,2000,3,0
A02,A359000,2000,0,0
A02,A359300,2000,3,40
A02,A361000,2000,0,3
A02,A361100,2000,3,0
A02,A363300,2000,3,12
A02,A363800,2000,0,3
A02,C07601,2000,12,25
A02,C07603,2000,0,0
A02,C07604,2000,0,0
A02,C07605,2000,0,0
A02,C07606,2000,0,21
A02,C07608,2000,6,9
A02,C07616,2000,3,0
A02,C07621,2000,3,25
A02,CTotal,2000,24,80
A02,R01,2000,42,75
A02,R02,2000,24,80
A02,R03,2000,42,150
A02,R04,2000,6,6
A02,R06,2000,3,0
A02,R07,2000,3,0
A02,R08,2000,0,0
A02,R09,2000,9,3
A02,R12,2000,6,0
A02,R13,2000,21,55
A02,R14,2000,0,0
A02,R15,2000,9,55
A02,R16,2000,21,21
A02,R17,2000,36,45
A02,R18,2000,99,220
A02,R99,2000,3,0
A02,RTotal,2000,327,720
A02,T001,2000,36,70
A02,T003,2000,6,6
A02,T011,2000,30,110
A02,T012,2000,0,0
A02,T013,2000,0,0
A02,T015,2000,0,12
A02,T018,2000,3,0
A02,T020,2000,3,0
A02,T021,2000,3,18
A02,T022,2000,0,0
A02,T023,2000,3,3
A02,T024,2000,0,3
A02,T025,2000,0,0
A02,T031,2000,3,0
A02,T033,2000,3,0
A02,T035,2000,3,0
A02,T038,2000,0,0
A02,T042,2000,0,0
A02,T043,2000,3,0
A02,T046,2000,0,0
A02,T047,2000,6,0
A02,T048,2000,0,0
A02,T050,2000,0,3
A02,T051,2000,21,21
A02,T052,2000,36,45
A02,T053,2000,99,220
A02,T055,2000,0,0
A02,T056,2000,3,0
A02,T057,2000,0,0
A02,T058,2000,3,0
A02,T059,2000,0,0
A02,T060,2000,9,21
A02,T062,2000,3,15
A02,T063,2000,3,6
A02,T064,2000,0,0
A02,T065,2000,3,9
A02,T067,2000,3,0
A02,T068,2000,3,0
A02,T070,2000,0,0
A02,T071,2000,0,0
A02,T073,2000,6,40
A02,T075,2000,6,15
A02,T076,2000,24,80
A02,T999,2000,3,12
A02,TTotal,2000,327,720
A020,A100100,2000,6,25
A020,A100300,2000,12,18
A020,A100700,2000,0,0
A020,A100800,2000,0,0
A020,A101500,2000,0,0
A020,A101800,2000,3,3
A020,A102200,2000,3,0
A020,A102400,2000,3,3
A020,A102600,2000,3,0
A020,A103000,2000,0,0
A020,A103500,2000,3,3
A020,A103700,2000,0,6
A020,A103800,2000,3,9
A020,A104200,2000,3,0
A020,A104300,2000,0,0
A020,A109300,2000,3,3
A020,A109400,2000,0,0
A020,A109500,2000,3,3
A020,A111200,2000,6,6
A020,A111300,2000,0,3
A020,A111400,2000,0,0
A020,A111700,2000,3,15
A020,A111800,2000,6,9
A020,A115900,2000,0,0
A020,A117000,2000,0,0
A020,A121900,2000,0,0
A020,A126600,2000,0,0
A020,A127500,2000,0,21
A020,A150600,2000,3,0
A020,A162300,2000,0,0
